m,TagName,
"2012-10-01 00:00:00","ruby","2245"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3174"
"2012-11-01 00:00:00","c#","12168"
"2012-11-01 00:00:00","c++","6238"
"2012-11-01 00:00:00","delphi","440"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13498"
"2012-11-01 00:00:00","javascript","12263"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11667"
"2012-11-01 00:00:00","python","6368"
"2012-11-01 00:00:00","r","1341"
"2012-11-01 00:00:00","ruby","2122"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","259"
"2012-12-01 00:00:00","c","2552"
"2012-12-01 00:00:00","c#","10877"
"2012-12-01 00:00:00","c++","5651"
"2012-12-01 00:00:00","delphi","425"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12324"
"2012-12-01 00:00:00","javascript","11664"
"2012-12-01 00:00:00","perl","550"
"2012-12-01 00:00:00","php","10944"
"2012-12-01 00:00:00","python","5719"
"2012-12-01 00:00:00","r","1204"
"2012-12-01 00:00:00","ruby","1900"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","290"
"2013-01-01 00:00:00","c","2889"
"2013-01-01 00:00:00","c#","12680"
"2013-01-01 00:00:00","c++","6004"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","100"
"2013-01-01 00:00:00","java","13612"
"2013-01-01 00:00:00","javascript","13705"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12769"
"2013-01-01 00:00:00","python","6520"
"2013-01-01 00:00:00","r","1503"
"2013-01-01 00:00:00","ruby","2292"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3081"
"2013-02-01 00:00:00","c#","12423"
"2013-02-01 00:00:00","c++","6028"
"2013-02-01 00:00:00","delphi","443"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13592"
"2013-02-01 00:00:00","javascript","13551"
"2013-02-01 00:00:00","perl","744"
"2013-02-01 00:00:00","php","12428"
"2013-02-01 00:00:00","python","6692"
"2013-02-01 00:00:00","r","1652"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","366"
"2013-03-01 00:00:00","c","3409"
"2013-03-01 00:00:00","c#","14161"
"2013-03-01 00:00:00","c++","7139"
"2013-03-01 00:00:00","delphi","519"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15795"
"2013-03-01 00:00:00","javascript","15190"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","13980"
"2013-03-01 00:00:00","python","7572"
"2013-03-01 00:00:00","r","1834"
"2013-03-01 00:00:00","ruby","2548"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","328"
"2013-04-01 00:00:00","c","3508"
"2013-04-01 00:00:00","c#","13786"
"2013-04-01 00:00:00","c++","7067"
"2013-04-01 00:00:00","delphi","504"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16076"
"2013-04-01 00:00:00","javascript","15208"
"2013-04-01 00:00:00","perl","836"
"2013-04-01 00:00:00","php","13270"
"2013-04-01 00:00:00","python","7873"
"2013-04-01 00:00:00","r","1826"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3170"
"2013-05-01 00:00:00","c#","13337"
"2013-05-01 00:00:00","c++","6774"
"2013-05-01 00:00:00","delphi","524"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15107"
"2013-05-01 00:00:00","javascript","14937"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12935"
"2013-05-01 00:00:00","python","7760"
"2013-05-01 00:00:00","r","1768"
"2013-05-01 00:00:00","ruby","2331"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2919"
"2013-06-01 00:00:00","c#","12658"
"2013-06-01 00:00:00","c++","6154"
"2013-06-01 00:00:00","delphi","472"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13784"
"2013-06-01 00:00:00","javascript","14467"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12584"
"2013-06-01 00:00:00","python","7544"
"2013-06-01 00:00:00","r","1755"
"2013-06-01 00:00:00","ruby","2210"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","294"
"2013-07-01 00:00:00","c","2981"
"2013-07-01 00:00:00","c#","14024"
"2013-07-01 00:00:00","c++","6531"
"2013-07-01 00:00:00","delphi","500"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","14997"
"2013-07-01 00:00:00","javascript","16667"
"2013-07-01 00:00:00","perl","949"
"2013-07-01 00:00:00","php","14143"
"2013-07-01 00:00:00","python","8552"
"2013-07-01 00:00:00","r","1952"
"2013-07-01 00:00:00","ruby","2427"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2988"
"2013-08-01 00:00:00","c#","13726"
"2013-08-01 00:00:00","c++","6201"
"2013-08-01 00:00:00","delphi","446"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14887"
"2013-08-01 00:00:00","javascript","16695"
"2013-08-01 00:00:00","perl","830"
"2013-08-01 00:00:00","php","14153"
"2013-08-01 00:00:00","python","7889"
"2013-08-01 00:00:00","r","1904"
"2013-08-01 00:00:00","ruby","2469"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","287"
"2013-09-01 00:00:00","c","3359"
"2013-09-01 00:00:00","c#","13615"
"2013-09-01 00:00:00","c++","6472"
"2013-09-01 00:00:00","delphi","484"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16069"
"2013-09-01 00:00:00","javascript","17524"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14062"
"2013-09-01 00:00:00","python","7894"
"2013-09-01 00:00:00","r","1697"
"2013-09-01 00:00:00","ruby","2376"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","373"
"2013-10-01 00:00:00","c","4208"
"2013-10-01 00:00:00","c#","15051"
"2013-10-01 00:00:00","c++","7891"
"2013-10-01 00:00:00","delphi","516"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18509"
"2013-10-01 00:00:00","javascript","19538"
"2013-10-01 00:00:00","perl","808"
"2013-10-01 00:00:00","php","15122"
"2013-10-01 00:00:00","python","9410"
"2013-10-01 00:00:00","r","2070"
"2013-10-01 00:00:00","ruby","2780"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","415"
"2013-11-01 00:00:00","c","4243"
"2013-11-01 00:00:00","c#","14445"
"2013-11-01 00:00:00","c++","8042"
"2013-11-01 00:00:00","delphi","454"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18510"
"2013-11-01 00:00:00","javascript","18301"
"2013-11-01 00:00:00","perl","812"
"2013-11-01 00:00:00","php","14636"
"2013-11-01 00:00:00","python","9417"
"2013-11-01 00:00:00","r","2166"
"2013-11-01 00:00:00","ruby","2565"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","351"
"2013-12-01 00:00:00","c","3477"
"2013-12-01 00:00:00","c#","13490"
"2013-12-01 00:00:00","c++","6936"
"2013-12-01 00:00:00","delphi","442"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17255"
"2013-12-01 00:00:00","javascript","17861"
"2013-12-01 00:00:00","perl","758"
"2013-12-01 00:00:00","php","14206"
"2013-12-01 00:00:00","python","8363"
"2013-12-01 00:00:00","r","1900"
"2013-12-01 00:00:00","ruby","2425"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","335"
"2014-01-01 00:00:00","c","3695"
"2014-01-01 00:00:00","c#","15189"
"2014-01-01 00:00:00","c++","7603"
"2014-01-01 00:00:00","delphi","479"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18481"
"2014-01-01 00:00:00","javascript","20905"
"2014-01-01 00:00:00","perl","803"
"2014-01-01 00:00:00","php","16552"
"2014-01-01 00:00:00","python","9766"
"2014-01-01 00:00:00","r","2328"
"2014-01-01 00:00:00","ruby","2744"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3941"
"2014-02-01 00:00:00","c#","14986"
"2014-02-01 00:00:00","c++","7581"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19016"
"2014-02-01 00:00:00","javascript","20935"
"2014-02-01 00:00:00","perl","786"
"2014-02-01 00:00:00","php","16278"
"2014-02-01 00:00:00","python","9811"
"2014-02-01 00:00:00","r","2603"
"2014-02-01 00:00:00","ruby","2583"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","446"
"2014-03-01 00:00:00","c","4521"
"2014-03-01 00:00:00","c#","16010"
"2014-03-01 00:00:00","c++","8581"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21695"
"2014-03-01 00:00:00","javascript","22445"
"2014-03-01 00:00:00","perl","903"
"2014-03-01 00:00:00","php","18071"
"2014-03-01 00:00:00","python","11325"
"2014-03-01 00:00:00","r","2781"
"2014-03-01 00:00:00","ruby","2932"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","358"
"2014-04-01 00:00:00","c","3963"
"2014-04-01 00:00:00","c#","15136"
"2014-04-01 00:00:00","c++","8048"
"2014-04-01 00:00:00","delphi","384"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20586"
"2014-04-01 00:00:00","javascript","21210"
"2014-04-01 00:00:00","perl","819"
"2014-04-01 00:00:00","php","17389"
"2014-04-01 00:00:00","python","10651"
"2014-04-01 00:00:00","r","2708"
"2014-04-01 00:00:00","ruby","2734"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","325"
"2014-05-01 00:00:00","c","3218"
"2014-05-01 00:00:00","c#","13733"
"2014-05-01 00:00:00","c++","6688"
"2014-05-01 00:00:00","delphi","467"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17696"
"2014-05-01 00:00:00","javascript","19528"
"2014-05-01 00:00:00","perl","792"
"2014-05-01 00:00:00","php","14499"
"2014-05-01 00:00:00","python","9131"
"2014-05-01 00:00:00","r","2562"
"2014-05-01 00:00:00","ruby","2659"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","262"
"2014-06-01 00:00:00","c","2740"
"2014-06-01 00:00:00","c#","12327"
"2014-06-01 00:00:00","c++","5580"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15686"
"2014-06-01 00:00:00","javascript","18052"
"2014-06-01 00:00:00","perl","674"
"2014-06-01 00:00:00","php","12772"
"2014-06-01 00:00:00","python","8805"
"2014-06-01 00:00:00","r","2377"
"2014-06-01 00:00:00","ruby","2321"
"2014-06-01 00:00:00","swift","2380"
"2014-07-01 00:00:00","assembly","212"
"2014-07-01 00:00:00","c","2804"
"2014-07-01 00:00:00","c#","13490"
"2014-07-01 00:00:00","c++","6182"
"2014-07-01 00:00:00","delphi","441"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17151"
"2014-07-01 00:00:00","javascript","19871"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14052"
"2014-07-01 00:00:00","python","9820"
"2014-07-01 00:00:00","r","2611"
"2014-07-01 00:00:00","ruby","2544"
"2014-07-01 00:00:00","swift","1627"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2658"
"2014-08-01 00:00:00","c#","12347"
"2014-08-01 00:00:00","c++","5809"
"2014-08-01 00:00:00","delphi","419"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15533"
"2014-08-01 00:00:00","javascript","18235"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13014"
"2014-08-01 00:00:00","python","9037"
"2014-08-01 00:00:00","r","2445"
"2014-08-01 00:00:00","ruby","2450"
"2014-08-01 00:00:00","swift","1682"
"2014-09-01 00:00:00","assembly","272"
"2014-09-01 00:00:00","c","3207"
"2014-09-01 00:00:00","c#","12197"
"2014-09-01 00:00:00","c++","6115"
"2014-09-01 00:00:00","delphi","441"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16468"
"2014-09-01 00:00:00","javascript","17925"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13159"
"2014-09-01 00:00:00","python","8682"
"2014-09-01 00:00:00","r","2347"
"2014-09-01 00:00:00","ruby","2259"
"2014-09-01 00:00:00","swift","1887"
"2014-10-01 00:00:00","assembly","382"
"2014-10-01 00:00:00","c","3768"
"2014-10-01 00:00:00","c#","12427"
"2014-10-01 00:00:00","c++","6753"
"2014-10-01 00:00:00","delphi","406"
"2014-10-01 00:00:00","go","378"
"2014-10-01 00:00:00","java","17683"
"2014-10-01 00:00:00","javascript","18757"
"2014-10-01 00:00:00","perl","637"
"2014-10-01 00:00:00","php","13384"
"2014-10-01 00:00:00","python","9506"
"2014-10-01 00:00:00","r","2751"
"2014-10-01 00:00:00","ruby","2333"
"2014-10-01 00:00:00","swift","2447"
"2014-11-01 00:00:00","assembly","373"
"2014-11-01 00:00:00","c","3628"
"2014-11-01 00:00:00","c#","11748"
"2014-11-01 00:00:00","c++","6491"
"2014-11-01 00:00:00","delphi","422"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17648"
"2014-11-01 00:00:00","javascript","17823"
"2014-11-01 00:00:00","perl","655"
"2014-11-01 00:00:00","php","12871"
"2014-11-01 00:00:00","python","9506"
"2014-11-01 00:00:00","r","2687"
"2014-11-01 00:00:00","ruby","2105"
"2014-11-01 00:00:00","swift","2540"
"2014-12-01 00:00:00","assembly","316"
"2014-12-01 00:00:00","c","3135"
"2014-12-01 00:00:00","c#","10978"
"2014-12-01 00:00:00","c++","6019"
"2014-12-01 00:00:00","delphi","311"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16198"
"2014-12-01 00:00:00","javascript","16845"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12164"
"2014-12-01 00:00:00","python","8983"
"2014-12-01 00:00:00","r","2343"
"2014-12-01 00:00:00","ruby","2137"
"2014-12-01 00:00:00","swift","2469"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3194"
"2015-01-01 00:00:00","c#","11650"
"2015-01-01 00:00:00","c++","6078"
"2015-01-01 00:00:00","delphi","375"
"2015-01-01 00:00:00","go","467"
"2015-01-01 00:00:00","java","16388"
"2015-01-01 00:00:00","javascript","18388"
"2015-01-01 00:00:00","perl","587"
"2015-01-01 00:00:00","php","13448"
"2015-01-01 00:00:00","python","9614"
"2015-01-01 00:00:00","r","2663"
"2015-01-01 00:00:00","ruby","2409"
"2015-01-01 00:00:00","swift","3033"
"2015-02-01 00:00:00","assembly","353"
"2015-02-01 00:00:00","c","3349"
"2015-02-01 00:00:00","c#","11717"
"2015-02-01 00:00:00","c++","6422"
"2015-02-01 00:00:00","delphi","408"
"2015-02-01 00:00:00","go","379"
"2015-02-01 00:00:00","java","16601"
"2015-02-01 00:00:00","javascript","18517"
"2015-02-01 00:00:00","perl","559"
"2015-02-01 00:00:00","php","13374"
"2015-02-01 00:00:00","python","10134"
"2015-02-01 00:00:00","r","2945"
"2015-02-01 00:00:00","ruby","2251"
"2015-02-01 00:00:00","swift","3220"
"2015-03-01 00:00:00","assembly","375"
"2015-03-01 00:00:00","c","3898"
"2015-03-01 00:00:00","c#","13164"
"2015-03-01 00:00:00","c++","7332"
"2015-03-01 00:00:00","delphi","401"
"2015-03-01 00:00:00","go","467"
"2015-03-01 00:00:00","java","19587"
"2015-03-01 00:00:00","javascript","20366"
"2015-03-01 00:00:00","perl","627"
"2015-03-01 00:00:00","php","14771"
"2015-03-01 00:00:00","python","11504"
"2015-03-01 00:00:00","r","3543"
"2015-03-01 00:00:00","ruby","2451"
"2015-03-01 00:00:00","swift","3576"
"2015-04-01 00:00:00","assembly","431"
"2015-04-01 00:00:00","c","3929"
"2015-04-01 00:00:00","c#","12981"
"2015-04-01 00:00:00","c++","7086"
"2015-04-01 00:00:00","delphi","383"
"2015-04-01 00:00:00","go","385"
"2015-04-01 00:00:00","java","19640"
"2015-04-01 00:00:00","javascript","20762"
"2015-04-01 00:00:00","perl","573"
"2015-04-01 00:00:00","php","14796"
"2015-04-01 00:00:00","python","11346"
"2015-04-01 00:00:00","r","3297"
"2015-04-01 00:00:00","ruby","2491"
"2015-04-01 00:00:00","swift","3994"
"2015-05-01 00:00:00","assembly","365"
"2015-05-01 00:00:00","c","3505"
"2015-05-01 00:00:00","c#","13253"
"2015-05-01 00:00:00","c++","6763"
"2015-05-01 00:00:00","delphi","398"
"2015-05-01 00:00:00","go","395"
"2015-05-01 00:00:00","java","18371"
"2015-05-01 00:00:00","javascript","21991"
"2015-05-01 00:00:00","perl","524"
"2015-05-01 00:00:00","php","14420"
"2015-05-01 00:00:00","python","11143"
"2015-05-01 00:00:00","r","3402"
"2015-05-01 00:00:00","ruby","2497"
"2015-05-01 00:00:00","swift","3776"
"2015-06-01 00:00:00","assembly","262"
"2015-06-01 00:00:00","c","3145"
"2015-06-01 00:00:00","c#","13420"
"2015-06-01 00:00:00","c++","6457"
"2015-06-01 00:00:00","delphi","383"
"2015-06-01 00:00:00","go","420"
"2015-06-01 00:00:00","java","17668"
"2015-06-01 00:00:00","javascript","22416"
"2015-06-01 00:00:00","perl","567"
"2015-06-01 00:00:00","php","14186"
"2015-06-01 00:00:00","python","11688"
"2015-06-01 00:00:00","r","3395"
"2015-06-01 00:00:00","ruby","2565"
"2015-06-01 00:00:00","swift","4303"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2797"
"2015-07-01 00:00:00","c#","14023"
"2015-07-01 00:00:00","c++","6655"
"2015-07-01 00:00:00","delphi","384"
"2015-07-01 00:00:00","go","464"
"2015-07-01 00:00:00","java","18537"
"2015-07-01 00:00:00","javascript","23802"
"2015-07-01 00:00:00","perl","577"
"2015-07-01 00:00:00","php","15217"
"2015-07-01 00:00:00","python","12235"
"2015-07-01 00:00:00","r","3959"
"2015-07-01 00:00:00","ruby","2577"
"2015-07-01 00:00:00","swift","5127"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","c","2564"
"2015-08-01 00:00:00","c#","13148"
"2015-08-01 00:00:00","c++","5840"
"2015-08-01 00:00:00","delphi","382"
"2015-08-01 00:00:00","go","445"
"2015-08-01 00:00:00","java","16951"
"2015-08-01 00:00:00","javascript","22010"
"2015-08-01 00:00:00","perl","551"
"2015-08-01 00:00:00","php","14101"
"2015-08-01 00:00:00","python","11157"
"2015-08-01 00:00:00","r","3475"
"2015-08-01 00:00:00","ruby","2305"
"2015-08-01 00:00:00","swift","5066"
"2015-09-01 00:00:00","assembly","254"
"2015-09-01 00:00:00","c","3073"
"2015-09-01 00:00:00","c#","12848"
"2015-09-01 00:00:00","c++","5879"
"2015-09-01 00:00:00","delphi","355"
"2015-09-01 00:00:00","go","415"
"2015-09-01 00:00:00","java","16803"
"2015-09-01 00:00:00","javascript","21261"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13373"
"2015-09-01 00:00:00","python","10898"
"2015-09-01 00:00:00","r","3311"
"2015-09-01 00:00:00","ruby","2151"
"2015-09-01 00:00:00","swift","4526"
"2015-10-01 00:00:00","assembly","426"
"2015-10-01 00:00:00","c","3659"
"2015-10-01 00:00:00","c#","12710"
"2015-10-01 00:00:00","c++","6999"
"2015-10-01 00:00:00","delphi","420"
"2015-10-01 00:00:00","go","421"
"2015-10-01 00:00:00","java","18363"
"2015-10-01 00:00:00","javascript","21664"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13776"
"2015-10-01 00:00:00","python","12406"
"2015-10-01 00:00:00","r","3645"
"2015-10-01 00:00:00","ruby","2185"
"2015-10-01 00:00:00","swift","4277"
"2015-11-01 00:00:00","assembly","398"
"2015-11-01 00:00:00","c","3590"
"2015-11-01 00:00:00","c#","12303"
"2015-11-01 00:00:00","c++","7043"
"2015-11-01 00:00:00","delphi","386"
"2015-11-01 00:00:00","go","431"
"2015-11-01 00:00:00","java","17640"
"2015-11-01 00:00:00","javascript","21119"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13162"
"2015-11-01 00:00:00","python","12208"
"2015-11-01 00:00:00","r","3511"
"2015-11-01 00:00:00","ruby","1952"
"2015-11-01 00:00:00","swift","4303"
"2015-12-01 00:00:00","assembly","350"
"2015-12-01 00:00:00","c","3076"
"2015-12-01 00:00:00","c#","12059"
"2015-12-01 00:00:00","c++","6517"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","415"
"2015-12-01 00:00:00","java","16405"
"2015-12-01 00:00:00","javascript","20935"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13567"
"2015-12-01 00:00:00","python","11577"
"2015-12-01 00:00:00","r","3163"
"2015-12-01 00:00:00","ruby","2022"
"2015-12-01 00:00:00","swift","4355"
"2016-01-01 00:00:00","assembly","245"
"2016-01-01 00:00:00","c","3026"
"2016-01-01 00:00:00","c#","12293"
"2016-01-01 00:00:00","c++","6067"
"2016-01-01 00:00:00","delphi","317"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16500"
"2016-01-01 00:00:00","javascript","22382"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14389"
"2016-01-01 00:00:00","python","12274"
"2016-01-01 00:00:00","r","3515"
"2016-01-01 00:00:00","ruby","2138"
"2016-01-01 00:00:00","swift","4761"
"2016-02-01 00:00:00","assembly","342"
"2016-02-01 00:00:00","c","3255"
"2016-02-01 00:00:00","c#","12656"
"2016-02-01 00:00:00","c++","6519"
"2016-02-01 00:00:00","delphi","354"
"2016-02-01 00:00:00","go","539"
"2016-02-01 00:00:00","java","17713"
"2016-02-01 00:00:00","javascript","22324"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14727"
"2016-02-01 00:00:00","python","13182"
"2016-02-01 00:00:00","r","3565"
"2016-02-01 00:00:00","ruby","2244"
"2016-02-01 00:00:00","swift","4727"
"2016-03-01 00:00:00","assembly","429"
"2016-03-01 00:00:00","c","3419"
"2016-03-01 00:00:00","c#","13524"
"2016-03-01 00:00:00","c++","6970"
"2016-03-01 00:00:00","delphi","337"
"2016-03-01 00:00:00","go","592"
"2016-03-01 00:00:00","java","19712"
"2016-03-01 00:00:00","javascript","23927"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","14969"
"2016-03-01 00:00:00","python","13988"
"2016-03-01 00:00:00","r","4028"
"2016-03-01 00:00:00","ruby","2252"
"2016-03-01 00:00:00","swift","5049"
"2016-04-01 00:00:00","assembly","407"
"2016-04-01 00:00:00","c","3339"
"2016-04-01 00:00:00","c#","13632"
"2016-04-01 00:00:00","c++","6851"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","599"
"2016-04-01 00:00:00","java","19331"
"2016-04-01 00:00:00","javascript","23290"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14315"
"2016-04-01 00:00:00","python","13555"
"2016-04-01 00:00:00","r","4096"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4731"
"2016-05-01 00:00:00","assembly","321"
"2016-05-01 00:00:00","c","2706"
"2016-05-01 00:00:00","c#","13414"
"2016-05-01 00:00:00","c++","6105"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","577"
"2016-05-01 00:00:00","java","16901"
"2016-05-01 00:00:00","javascript","22852"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14314"
"2016-05-01 00:00:00","python","13038"
"2016-05-01 00:00:00","r","3782"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4392"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c","2288"
"2016-06-01 00:00:00","c#","12991"
"2016-06-01 00:00:00","c++","5685"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","546"
"2016-06-01 00:00:00","java","15835"
"2016-06-01 00:00:00","javascript","22029"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13509"
"2016-06-01 00:00:00","python","12839"
"2016-06-01 00:00:00","r","3844"
"2016-06-01 00:00:00","ruby","2099"
"2016-06-01 00:00:00","swift","4776"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c","2338"
"2016-07-01 00:00:00","c#","11938"
"2016-07-01 00:00:00","c++","5435"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14856"
"2016-07-01 00:00:00","javascript","22073"
"2016-07-01 00:00:00","perl","412"
"2016-07-01 00:00:00","php","12812"
"2016-07-01 00:00:00","python","12762"
"2016-07-01 00:00:00","r","3735"
"2016-07-01 00:00:00","ruby","1894"
"2016-07-01 00:00:00","swift","4908"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2198"
"2016-08-01 00:00:00","c#","12672"
"2016-08-01 00:00:00","c++","4997"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","565"
"2016-08-01 00:00:00","java","15130"
"2016-08-01 00:00:00","javascript","22558"
"2016-08-01 00:00:00","perl","457"
"2016-08-01 00:00:00","php","12814"
"2016-08-01 00:00:00","python","12869"
"2016-08-01 00:00:00","r","3778"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4884"
"2016-09-01 00:00:00","assembly","334"
"2016-09-01 00:00:00","c","2497"
"2016-09-01 00:00:00","c#","11052"
"2016-09-01 00:00:00","c++","5115"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14586"
"2016-09-01 00:00:00","javascript","20328"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12025"
"2016-09-01 00:00:00","python","12287"
"2016-09-01 00:00:00","r","3295"
"2016-09-01 00:00:00","ruby","1919"
"2016-09-01 00:00:00","swift","4838"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3197"
"2016-10-01 00:00:00","c#","11416"
"2016-10-01 00:00:00","c++","5949"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","529"
"2016-10-01 00:00:00","java","15247"
"2016-10-01 00:00:00","javascript","20341"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12158"
"2016-10-01 00:00:00","python","13451"
"2016-10-01 00:00:00","r","3767"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4716"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3248"
"2016-11-01 00:00:00","c#","11609"
"2016-11-01 00:00:00","c++","6042"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","475"
"2016-11-01 00:00:00","java","15581"
